image_id,source,pid,prolificId,condition,word,week,trialIndex,image_path,description,visible_text,recognizability,description_model,is_valid_image,width,height,embedding_row,generated_at
human__P550_week1_3,participant,P550,5fff7878ca36d40be135f19d,draw-anti-ai,abyss,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/5fff7878ca36d40be135f19d/metaphor/3_abyss.png,"A pair of bent legs with feet together, as if a person is sitting or crouching with knees raised.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:04:00.667950+00:00
human__P550_week2_0,participant,P550,5fff7878ca36d40be135f19d,draw-anti-ai,competition,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5fff7878ca36d40be135f19d/metaphor/0_competition.png,Two stick figures stand below a large hanging structure while another stick figure is suspended above them by a rope or line.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:11.885955+00:00
human__P550_week2_1,participant,P550,5fff7878ca36d40be135f19d,draw-anti-ai,disease,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5fff7878ca36d40be135f19d/metaphor/1_disease.png,A round cookie or cracker with several embedded chips or toppings.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:12.896202+00:00
human__P550_week2_2,participant,P550,5fff7878ca36d40be135f19d,draw-anti-ai,protection,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5fff7878ca36d40be135f19d/metaphor/2_protection.png,"Three stick figures stand under a large umbrella, with one figure holding the umbrella handle.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:13.953182+00:00
human__P550_week2_3,participant,P550,5fff7878ca36d40be135f19d,draw-anti-ai,abyss,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/5fff7878ca36d40be135f19d/metaphor/3_abyss.png,"A stick figure stands on the edge of a large open box or pit with motion lines around the head, while three small mountain peaks sit in the corner.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:15.288880+00:00
human__P551_week1_0,participant,P551,602b981a69d3542d219a442c,draw-no-ai,business,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/602b981a69d3542d219a442c/metaphor/0_business.png,A building with several windows and a door has an R on the roof and a dollar sign beside it.,R,clear,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:04:01.900972+00:00
human__P551_week1_1,participant,P551,602b981a69d3542d219a442c,draw-no-ai,contamination,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/602b981a69d3542d219a442c/metaphor/1_contamination.png,"A can or jar with a symbol on it sits beside a large irregular puddle or spill, with a small object above it and a few wavy marks suggesting fumes or steam.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:04:02.998979+00:00
human__P551_week1_2,participant,P551,602b981a69d3542d219a442c,draw-no-ai,abyss,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/602b981a69d3542d219a442c/metaphor/2_abyss.png,A sun shines over a palm tree beside a small spiral shell or snail on a shoreline.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:04:04.669618+00:00
human__P551_week1_3,participant,P551,602b981a69d3542d219a442c,draw-no-ai,portal,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/602b981a69d3542d219a442c/metaphor/3_portal.png,"A stick figure stands beside a tall oval object, facing another similar oval object on the left.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:04:05.700841+00:00
human__P551_week2_0,participant,P551,602b981a69d3542d219a442c,draw-no-ai,business,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/602b981a69d3542d219a442c/metaphor/0_business.png,"A building with several windows and a door, topped by a rooftop sign or antenna.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:16.474273+00:00
human__P551_week2_1,participant,P551,602b981a69d3542d219a442c,draw-no-ai,contamination,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/602b981a69d3542d219a442c/metaphor/1_contamination.png,A light bulb is shown above a round wheel or fan with several spokes.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:17.539867+00:00
human__P551_week2_2,participant,P551,602b981a69d3542d219a442c,draw-no-ai,abyss,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/602b981a69d3542d219a442c/metaphor/2_abyss.png,A tree stands beside a spiral shell on the ground.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:18.461526+00:00
human__P551_week2_3,participant,P551,602b981a69d3542d219a442c,draw-no-ai,portal,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/602b981a69d3542d219a442c/metaphor/3_portal.png,A stick figure stands beside a large oval target or shield while another similar oval object sits below.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:27:19.658642+00:00
human__P554_week1_0,participant,P554,61655d53d3534630131522c3,draw-ai-fewer,aversion,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/61655d53d3534630131522c3/metaphor/0_aversion.png,A person is falling backward with one arm raised and one leg bent.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:05:42.046059+00:00
human__P554_week1_1,participant,P554,61655d53d3534630131522c3,draw-ai-fewer,business,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/61655d53d3534630131522c3/metaphor/1_business.png,A stick figure stands on a seesaw or balance beam with one arm raised and the other extended toward a small box on the left.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:05:43.089749+00:00
human__P554_week1_2,participant,P554,61655d53d3534630131522c3,draw-ai-fewer,magic,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/61655d53d3534630131522c3/metaphor/2_magic.png,A cat stands beside a box while another cat jumps out of the box and a leaf falls nearby.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:05:44.207718+00:00
human__P556_week1_0,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,protection,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/65feaaac53eb219f09ad5ea0/metaphor/0_protection.png,A fire extinguisher with a hose and nozzle is shown upright.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:08.982488+00:00
human__P556_week1_1,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,abyss,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/65feaaac53eb219f09ad5ea0/metaphor/1_abyss.png,A round stone well or pit with an open top and two vertical sides.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:09.839715+00:00
human__P556_week1_2,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,vision,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/65feaaac53eb219f09ad5ea0/metaphor/2_vision.png,A light bulb on a base with rays radiating outward.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:11.062429+00:00
human__P556_week1_3,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,journey,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/65feaaac53eb219f09ad5ea0/metaphor/3_journey.png,A winding road or river runs through a narrow canyon or valley beneath a rectangular bridge or gate at the top.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:12.136197+00:00
human__P556_week2_0,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,protection,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/65feaaac53eb219f09ad5ea0/metaphor/0_protection.png,A house with a pitched roof and a small door near the lower left side.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:28:28.947354+00:00
human__P556_week2_1,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,abyss,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/65feaaac53eb219f09ad5ea0/metaphor/1_abyss.png,A round bowl or basin sits on a stand with several long legs or drips extending downward.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:28:30.073596+00:00
human__P556_week2_2,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,vision,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/65feaaac53eb219f09ad5ea0/metaphor/2_vision.png,A light bulb sits on a base with rays shining outward.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:28:31.272030+00:00
human__P556_week2_3,participant,P556,65feaaac53eb219f09ad5ea0,draw-ai-many,journey,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/65feaaac53eb219f09ad5ea0/metaphor/3_journey.png,A curved road or river bends upward through a narrow valley or canyon.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:28:32.537227+00:00
human__P558_week1_1,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,darkness,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6659f85d09028a56defcce04/metaphor/0_darkness.png,"A person with a large hat or hair stands beside a small dog, with a cloud to the left and a patch of ground or grass to the right.",,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:06:35.507448+00:00
human__P558_week1_2,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,control,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6659f85d09028a56defcce04/metaphor/1_control.png,A person is pulling a car with a rope.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:36.421085+00:00
human__P558_week1_3,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,desire,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6659f85d09028a56defcce04/metaphor/2_desire.png,"A person stands beside a table and reaches toward a small object on top of it, with a flower in a vase also on the table.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:37.490341+00:00
human__P558_week1_4,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,magic,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6659f85d09028a56defcce04/metaphor/3_magic.png,"A person stands in one section beside a bed, while another section contains a flower and a small rectangular object on the wall.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:06:38.782887+00:00
human__P558_week2_1,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,darkness,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6659f85d09028a56defcce04/metaphor/0_darkness.png,"A person stands between two large scribbled masses, with one mass on the left and a smaller one on the right.",,uncertain,gpt-5.4-mini-2026-03-17,True,1500,1500,,2026-08-19T20:28:51.442538+00:00
human__P558_week2_2,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,control,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6659f85d09028a56defcce04/metaphor/1_control.png,A television remote with multiple buttons.,remote,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:28:53.123477+00:00
human__P558_week2_3,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,desire,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6659f85d09028a56defcce04/metaphor/2_desire.png,"A person stands beside a tall door or wall while holding a key, with a small triangular object, a rectangular object, and another key-shaped object off to the right.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:28:54.311759+00:00
human__P558_week2_4,participant,P558,6659f85d09028a56defcce04,draw-ai-fewer,magic,week2,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6659f85d09028a56defcce04/metaphor/3_magic.png,A person stands beside a large fish or whale while several fish and a small house are drawn nearby.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:28:55.572685+00:00
human__P559_week1_1,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,magic,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6697c19cf4468e7be8305c16/metaphor/0_magic.png,"A person wearing a wide-brimmed hat stands beside a large flower pot with flowers or fireworks bursting upward, while holding a small round object on a stick.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:07:43.919196+00:00
human__P559_week1_2,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,accident,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6697c19cf4468e7be8305c16/metaphor/1_accident.png,"A train with several cars moves along tracks while a cloud above it says ""BOOM.""",BOOM,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:07:45.019707+00:00
human__P559_week1_3,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,journey,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6697c19cf4468e7be8305c16/metaphor/2_journey.png,A road with lane markings runs from a start point to an end point.,START|END,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:07:46.026120+00:00
human__P559_week1_4,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,contamination,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/6697c19cf4468e7be8305c16/metaphor/3_contamination.png,"A stick figure holds a large bottle or canister over a rectangular container, pouring liquid into it.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:07:48.552881+00:00
human__P559_week2_1,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,magic,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6697c19cf4468e7be8305c16/metaphor/0_magic.png,"A stick figure stands beside a large rectangular container or box while stars and a wand-like object rise above it, with the words ""Abra Cadabra"" written nearby.",Abra Cadabra,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:13.797641+00:00
human__P559_week2_2,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,accident,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6697c19cf4468e7be8305c16/metaphor/1_accident.png,Two trucks collide head-on with a person caught between them.,Crash,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:14.860353+00:00
human__P559_week2_3,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,journey,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6697c19cf4468e7be8305c16/metaphor/2_journey.png,A musical note travels along a jagged path from the starting point to the ending point.,Starting point|Ending point,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:15.907351+00:00
human__P559_week2_4,participant,P559,6697c19cf4468e7be8305c16,draw-anti-ai,contamination,week2,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/6697c19cf4468e7be8305c16/metaphor/3_contamination.png,"A stick figure with outstretched arms has a bee on its chest and the word ""Ouch!"" beside it.",Ouch!,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:17.143948+00:00
human__P560_week1_0,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,control,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66b384d9d37e247afee7a11e/metaphor/0_control.png,A stick figure stands beside a small table or stool and reaches toward it with one arm extended.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:08.477031+00:00
human__P560_week1_1,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,energy,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66b384d9d37e247afee7a11e/metaphor/1_energy.png,"A sun with rays and a large number 1 in the center, with a small battery below it.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:09.508738+00:00
human__P560_week1_2,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,servant,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66b384d9d37e247afee7a11e/metaphor/2_servant.png,"A large stick figure labeled ""BOSS"" stands beside a smaller seated stick figure labeled ""WORKER"".",BOSS|WORKER,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:10.428483+00:00
human__P560_week1_3,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,magic,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66b384d9d37e247afee7a11e/metaphor/3_magic.png,"A stick figure wearing a cap holds a wand or small object that emits rays, with a handwritten word below.",magic,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:12.666119+00:00
human__P560_week2_0,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,control,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66b384d9d37e247afee7a11e/metaphor/0_control.png,"A stick figure stands with arms out while another smaller stick figure on the right is bent over near the larger figure’s arm and leg, holding or interacting with the larger figure’s hand or foot.",,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:32.403497+00:00
human__P560_week2_1,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,energy,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66b384d9d37e247afee7a11e/metaphor/1_energy.png,A sun with rays shines down on a small bottle or tube below it.,SUN,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:33.601570+00:00
human__P560_week2_2,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,servant,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66b384d9d37e247afee7a11e/metaphor/2_servant.png,A stick figure holds a small handgun in one hand.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:34.760766+00:00
human__P560_week2_3,participant,P560,66b384d9d37e247afee7a11e,draw-ai-fewer,magic,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/66b384d9d37e247afee7a11e/metaphor/3_magic.png,A stick figure holds a wand and wears a large hat.,MAGIC WAND,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:29:36.020710+00:00
human__P561_week1_1,participant,P561,66d5b779fc6befdda85afb80,draw-no-ai,portal,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66d5b779fc6befdda85afb80/metaphor/0_portal.png,A round fruit with a long stem or leaf attached.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:47.307210+00:00
human__P561_week1_2,participant,P561,66d5b779fc6befdda85afb80,draw-no-ai,business,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66d5b779fc6befdda85afb80/metaphor/1_business.png,A suitcase sits beside a tall signpost with an arrow pointing upward and a long line extending to the right.,Buin,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:49.267995+00:00
human__P561_week1_3,participant,P561,66d5b779fc6befdda85afb80,draw-no-ai,desire,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66d5b779fc6befdda85afb80/metaphor/2_desire.png,"A stick figure stands beside a large speech bubble containing the word ""more"" and a smiley face.",more,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:51.107386+00:00
human__P561_week1_4,participant,P561,66d5b779fc6befdda85afb80,draw-no-ai,aversion,week1,4,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/66d5b779fc6befdda85afb80/metaphor/3_aversion.png,A large stick figure faces a smaller stick figure that has motion lines above its head.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:08:52.424844+00:00
human__P562_week1_0,participant,P562,672141588527d13a429b0f46,draw-ai-many,abyss,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/672141588527d13a429b0f46/metaphor/0_abyss.png,Two small spiral-shaped marks sit near the top of the page.,,none,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:09:14.892000+00:00
human__P562_week1_1,participant,P562,672141588527d13a429b0f46,draw-ai-many,struggle,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/672141588527d13a429b0f46/metaphor/1_struggle.png,A person pushes a large round boulder uphill.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:09:16.488737+00:00
human__P562_week1_2,participant,P562,672141588527d13a429b0f46,draw-ai-many,business,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/672141588527d13a429b0f46/metaphor/2_business.png,A hand is held out beneath a coin marked with a dollar sign.,$,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:09:17.513658+00:00
human__P562_week1_3,participant,P562,672141588527d13a429b0f46,draw-ai-many,servant,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/672141588527d13a429b0f46/metaphor/3_servant.png,A person kneels beside a bathtub or basin while another person stands over it with one leg raised.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:09:18.730915+00:00
human__P562_week2_0,participant,P562,672141588527d13a429b0f46,draw-ai-many,abyss,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/672141588527d13a429b0f46/metaphor/0_abyss.png,A stick figure stands at the edge of a deep pit or canyon beside a tangled mass of jagged lines in the opening.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:03.533689+00:00
human__P562_week2_1,participant,P562,672141588527d13a429b0f46,draw-ai-many,struggle,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/672141588527d13a429b0f46/metaphor/1_struggle.png,A person is riding a bicycle up a steep slope.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:04.881561+00:00
human__P562_week2_2,participant,P562,672141588527d13a429b0f46,draw-ai-many,business,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/672141588527d13a429b0f46/metaphor/2_business.png,A hand holds a coin marked with a dollar sign.,$,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:05.842365+00:00
human__P562_week2_3,participant,P562,672141588527d13a429b0f46,draw-ai-many,servant,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/672141588527d13a429b0f46/metaphor/3_servant.png,A stick figure is walking or running beneath a handwritten letter F.,F,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:07.029781+00:00
human__P563_week1_0,participant,P563,673512a535a39ee804a1a537,draw-ai-many,disease,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/673512a535a39ee804a1a537/metaphor/0_disease.png,A large irregular outline of a country map with a label written above it.,Disease,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:09:36.528940+00:00
human__P563_week1_1,participant,P563,673512a535a39ee804a1a537,draw-ai-many,abyss,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/673512a535a39ee804a1a537/metaphor/1_abyss.png,No recognizable object or scene; only a dense tangle of looping scribble lines with a short horizontal arrow above it.,,none,gpt-5.4-mini-2026-03-17,True,1500,1500,,2026-08-19T20:09:37.550336+00:00
human__P563_week1_2,participant,P563,673512a535a39ee804a1a537,draw-ai-many,energy,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/673512a535a39ee804a1a537/metaphor/2_energy.png,A paper bag with a crimped top opening.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:09:38.485126+00:00
human__P563_week1_3,participant,P563,673512a535a39ee804a1a537,draw-ai-many,darkness,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/673512a535a39ee804a1a537/metaphor/3_darkness.png,A rectangular box or book is shown with a front face covered in diagonal scribbles and a side face visible.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:09:39.415192+00:00
human__P563_week2_0,participant,P563,673512a535a39ee804a1a537,draw-ai-many,disease,week2,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/673512a535a39ee804a1a537/metaphor/0_disease.png,A single round fruit with a small stem at the top.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:12.649734+00:00
human__P563_week2_1,participant,P563,673512a535a39ee804a1a537,draw-ai-many,abyss,week2,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/673512a535a39ee804a1a537/metaphor/1_abyss.png,A rectangular folder or document with a tab on the upper left edge.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:13.853194+00:00
human__P563_week2_2,participant,P563,673512a535a39ee804a1a537,draw-ai-many,energy,week2,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/673512a535a39ee804a1a537/metaphor/2_energy.png,A rectangular container or box with several sticks or utensils sticking out from the top.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:14.834907+00:00
human__P563_week2_3,participant,P563,673512a535a39ee804a1a537,draw-ai-many,darkness,week2,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week2/images/673512a535a39ee804a1a537/metaphor/3_darkness.png,A square frame contains a large zigzag scribble crossing through it.,,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:30:16.070934+00:00
human__P564_week1_0,participant,P564,678b955998db06a51ad68305,draw-anti-ai,accident,week1,0,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/678b955998db06a51ad68305/metaphor/0_accident.png,A person stands beside a van while an arrow points from the van toward the person.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:10:25.406546+00:00
human__P564_week1_1,participant,P564,678b955998db06a51ad68305,draw-anti-ai,vision,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/678b955998db06a51ad68305/metaphor/1_vision.png,A person stands on a sloped path holding a rectangular sign or paper while another person stands nearby.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:10:26.608943+00:00
human__P564_week1_2,participant,P564,678b955998db06a51ad68305,draw-anti-ai,darkness,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/678b955998db06a51ad68305/metaphor/2_darkness.png,A dog stands inside a large cave or rock shelter with the sun overhead.,,uncertain,gpt-5.4-mini-2026-03-17,True,2000,2000,,2026-08-19T20:10:27.985659+00:00
human__P564_week1_3,participant,P564,678b955998db06a51ad68305,draw-anti-ai,energy,week1,3,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/678b955998db06a51ad68305/metaphor/3_energy.png,"A tall striped tower or building is connected by a long cable to a rectangular machine or platform at the bottom, with a sun in the upper right and another sun or wheel near the lower right.",,uncertain,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:10:29.342841+00:00
human__P565_week1_1,participant,P565,67c1dd323984fa84ae83e162,draw-ai-fewer,protection,week1,1,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/67c1dd323984fa84ae83e162/metaphor/0_protection.png,A mushroom with a rounded cap and a stem.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:10:55.397967+00:00
human__P565_week1_2,participant,P565,67c1dd323984fa84ae83e162,draw-ai-fewer,aversion,week1,2,/Users/fm/Documents/Github/figcreativity/scripts/data/week1/images/67c1dd323984fa84ae83e162/metaphor/1_aversion.png,A stick figure faces a large hand with an open palm raised toward it.,,clear,gpt-5.4-mini-2026-03-17,True,2880,2880,,2026-08-19T20:10:56.481991+00:00
